GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2018-02-11 00:00,5302711,-125943306,107809853,86047345,-21937464,-39081348
2018-02-10 00:00,5346982,-146309827,108331009,86866786,-21912656,-38846904
2018-02-09 00:00,5311711,-160999814,105657438,100192376,-19796062,-41222100
2018-02-08 00:00,5352839,-166765078,120075281,99335045,1347926,-49903024
2018-02-07 00:00,5266874,-179168729,109905978,141354280,-21039208,-51799100
2018-02-06 00:00,5258645,-183211948,112167535,150957016,-20410735,-56534106
2018-02-05 00:00,5252265,-182533281,115348008,146392547,-21406536,-57938600
2018-02-04 00:00,5461890,-157090429,110671128,108673296,-21402984,-48392324
2018-02-03 00:00,5566503,-147739770,103120702,105098304,-18169210,-44274517
2018-02-02 00:00,5545686,-140892847,96378601,89822696,-21469355,-43328256
2018-02-01 00:00,5411157,-132841224,122141127,65112257,-21425880,-35996412
2018-01-31 00:00,5097224,-127965955,110391413,97740447,-52223772,-36422101
2018-01-30 00:00,4938622,-126217275,112169809,85199744,-46430328,-31429956
2018-01-29 00:00,5365400,-119353171,113450016,78187837,-53498304,-30834120
2018-01-28 00:00,5430737,-99135943,110769108,49726272,-41749715,-30115600
2018-01-27 00:00,5492258,-109761501,113106957,73188729,-41839619,-29607647
2018-01-26 00:00,5428633,-133695869,113464242,98591220,-43413748,-34109564
2018-01-25 00:00,5232793,-125616725,108201800,94802153,-45134520,-35779148
2018-01-24 00:00,5121236,-120499531,130557621,56703643,-51355171,-32494428
2018-01-23 00:00,5161632,-155318365,117419048,122220363,-37890658,-41223600
2018-01-22 00:00,5275043,-174273799,119381340,149270892,-55070926,-44065594
2018-01-21 00:00,5505450,-143700739,111252295,108770231,-54865975,-41112720
2018-01-20 00:00,5404614,-136632257,124898056,108731283,-52802106,-41553972
2018-01-19 00:00,5290593,-147684022,134919752,112662052,-54929544,-44055156
2018-01-18 00:00,5130623,-144602201,130665168,99570612,-51318264,-39689912
2018-01-17 00:00,5196915,-144670805,139900686,99634026,-54887028,-45530688
2018-01-16 00:00,5172385,-137476066,92687682,143166343,-47926125,-45648096
2018-01-15 00:00,5115452,-145814725,130173381,109804387,-54946519,-42756192
2018-01-14 00:00,5317643,-141032740,130746375,94062086,-48331444,-39964524
2018-01-13 00:00,5398579,-133556616,125944996,87001247,-49546752,-37510476
2018-01-12 00:00,5316236,-143273509,120507196,114088635,-53914946,-39965092
2018-01-11 00:00,5395791,-145882643,126587973,107980463,-54935712,-44184588
2018-01-10 00:00,5329065,-146981288,115139999,105921145,-54405864,-38463520
2018-01-09 00:00,5216228,-139339083,128231635,102477934,-54891672,-39793512
2018-01-08 00:00,5283423,-156547348,115784595,147882041,-54923525,-41682864
2018-01-07 00:00,5259250,-144608791,129324625,98140196,-55074126,-36983676
2018-01-06 00:00,5254590,-131861823,124123287,94643042,-55109112,-37459860
2018-01-05 00:00,5137672,-131314142,130361821,79175332,-54876636,-34722356
2018-01-04 00:00,5048628,-127492428,120777203,88149278,-51632688,-34631160
2018-01-03 00:00,4896038,-115753970,129314280,79043949,-55129728,-35691612
2018-01-02 00:00,4902770,-116497732,119280582,73436873,-52471156,-31976208
2018-01-01 00:00,5212893,-89467488,118298568,63738103,-65816892,-24690352
2017-12-31 00:00,5156736,-91846175,117898802,13957427,-28774128,-24749304
2017-12-30 00:00,5344487,-105095063,119530661,35907457,-27065200,-23249628
2017-12-29 00:00,5235023,-117927993,116722090,30829744,-14363656,-26214624
2017-12-28 00:00,5094122,-110132366,116519314,28482544,-6051200,-28656504
2017-12-27 00:00,5186333,-115937353,122249777,30531943,-16033816,-30252964
2017-12-26 00:00,4938361,-90983025,126087734,3896227,-12138888,-25105024
2017-12-25 00:00,5316909,-73401342,122251107,-51716099,-5096304,-21605364
2017-12-24 00:00,5404549,-69323480,121622991,-37906190,-3305936,-19151416
2017-12-23 00:00,5431414,-74923623,120937709,-17171880,-8664168,-19698916
2017-12-22 00:00,5384786,-107889935,123578224,17128655,-2972976,-26377764
2017-12-21 00:00,5428792,-116677201,115465400,34004645,-2972928,-31342620
2017-12-20 00:00,5229081,-118874047,114963868,42098000,-4940976,-31047588
2017-12-19 00:00,5263162,-140830176,114370985,67501527,-2973072,-43195932
2017-12-18 00:00,5312434,-142217081,125135064,55230890,-4965216,-40484396
2017-12-17 00:00,5629143,-121218365,122252633,35878618,-2972328,-40175616
2017-12-16 00:00,5661915,-114036569,117631352,29187642,-2798384,-42549384
2017-12-15 00:00,5526839,-128612975,119196715,56115583,-2973648,-50460624
2017-12-14 00:00,5502020,-123980407,129440135,58027497,-11369208,-43690540
2017-12-13 00:00,5509554,-121257700,129801824,72347031,-32282656,-44980992
2017-12-12 00:00,5458712,-137638135,128626318,88412976,-44018268,-51173336
2017-12-11 00:00,5310256,-144310175,111259665,125730095,-32828320,-51134244
2017-12-10 00:00,5526639,-108495037,33972759,122675595,-17187168,-37984940
2017-12-09 00:00,5599954,-98391965,10898582,113834754,-14357616,-26497687
2017-12-08 00:00,5541905,-101324088,55007212,70037532,-8483568,-35284272
2017-12-07 00:00,5300680,-96505680,114781138,20158226,-11522088,-29344080
2017-12-06 00:00,5299353,-95279424,121672293,6348799,-13464390,-23506380
2017-12-05 00:00,5455344,-97663981,118742247,2525874,-8994360,-22524028
2017-12-04 00:00,5461349,-115726838,124367326,26275931,-2881512,-42627748
2017-12-03 00:00,5533590,-94413523,119179920,7123135,-9416208,-29851608
2017-12-02 00:00,5576076,-101784503,120161448,17183477,-9624168,-27272556
2017-12-01 00:00,5295735,-125969587,129863920,43017396,-10018960,-39000708
2017-11-30 00:00,5461185,-134115912,135423040,35597666,-7106208,-44337772
2017-11-29 00:00,5219703,-132067953,132813981,50245346,-10515674,-40617124
2017-11-28 00:00,5028946,-113169608,136717632,29930159,-19407180,-30493768
2017-11-27 00:00,5202589,-111397221,144495202,17628601,-19913064,-30663660
2017-11-26 00:00,5281233,-96058752,133385761,7062473,-21614072,-28431684
2017-11-25 00:00,5219905,-99956421,137374488,25752319,-22514968,-29576724
2017-11-24 00:00,5246037,-112419669,136792776,13065857,-19018568,-24549996
2017-11-23 00:00,5113841,-90700729,131156200,-13916789,-27227978,-27771564
2017-11-22 00:00,4600883,-99381724,141200654,1576324,-7476184,-43255420
2017-11-21 00:00,4730938,-131620158,148033367,39670690,-10454656,-48032676
2017-11-20 00:00,4912400,-133595732,144528000,71400453,-34057800,-48191828
2017-11-19 00:00,5125793,-100116814,136548224,19068818,-25496640,-36076500
2017-11-18 00:00,5291034,-86521657,137643368,-17206817,-18297128,-28923280
2017-11-17 00:00,5538087,-94572601,140557864,1521617,-14572096,-29678904
2017-11-16 00:00,5325784,-100209782,135049426,28652686,-22158504,-31470876
2017-11-15 00:00,5294933,-111870316,118454966,42194239,-15582072,-28182888
2017-11-14 00:00,5356365,-108733181,126883394,-699715,-7119024,-34628880
2017-11-13 00:00,5092661,-123818758,137483064,48972640,-23216472,-40365372
